1248
1028.0162 766.3111 31.624 0
1024.6162 760.6111 31.9493 0
1023.2362 759.1111 32.15 0
1021.8062 757.8611 32.3307 0
1018.8162 755.6211 32.7167 0
1015.9962 753.7911 33.058 0
1012.5462 751.6911 33.453 0
1010.2362 750.4911 33.6942 0
1007.1362 748.9011 33.993 0
1003.4262 747.1411 34.3177 0
999.8562 745.4911 34.5675 0
996.5862 743.9411 34.7594 0
993.0362 742.2811 34.9266 0
989.6672 740.5811 35.027 0
986.0662 738.6011 35.0939 0
982.6562 736.6611 35.1205 0
979.5062 734.6411 35.1178 0
976.3062 732.5311 35.0914 0
973.2862 730.2201 35.046 0
970.5662 728.0511 34.9928 0
967.8262 725.5711 34.9276 0
964.6862 722.6311 34.8495 0
962.2062 720.0011 34.7875 0
959.7262 717.3711 34.7323 0
957.9862 715.4011 34.6959 0
953.5662 707.2711 34.4572 0
952.1762 698.1911 34.0309 0
952.8962 686.6311 33.3805 0
955.2162 676.2201 32.7399 0
955.5962 674.3611 32.6256 0
956.6672 670.7311 32.3976 0
958.7562 663.6111 31.9491 0
959.9062 660.1311 31.7328 0
961.6762 654.8411 31.4069 0
965.2762 644.1711 30.7701 0
968.2262 635.4111 30.2755 0
971.3862 624.8311 29.7386 0
972.6962 619.0811 29.5067 0
974.1062 613.2011 29.2725 0
975.0462 603.6411 29.0444 0
975.0762 602.0311 29.0132 0
975.1062 587.1011 28.8064 0
975.0962 569.6111 28.5559 0
975.2162 546.9311 28.1758 0
975.2162 533.7511 27.9182 0
975.1762 513.3611 27.4319 0
975.1562 487.4011 26.6807 0
975.0962 472.3911 26.375 0
975.1062 444.5211 26.1719 0
975.1262 427.8311 25.9919 0
975.1462 404.7011 25.6289 0
975.0962 379.4411 25.1702 0
975.1262 366.7201 24.95 0
975.0362 351.7201 24.731 0
975.1062 338.0811 24.5798 0
975.1362 319.0211 24.4946 0
975.1762 317.6111 24.5122 0
975.4462 313.7111 24.561 0
976.5262 306.6511 24.483 0
978.0462 301.0411 24.1749 0
979.9962 295.4511 23.8182 0
982.8662 290.3811 23.4645 0
986.4762 285.6111 23.1371 0
990.2562 282.1011 22.9198 0
994.6962 278.9211 22.7621 0
999.8562 276.3311 22.6588 0
1005.6862 274.2011 22.5983 0
1012.3162 272.6511 22.5714 0
1019.7362 271.5711 22.569 0
1028.1962 270.9211 22.5824 0
1037.6262 270.8611 22.6019 0
1045.5962 271.2411 22.6022 0
1053.7862 271.3311 22.6022 0
1064.4662 271.3811 22.6022 0
1072.5362 271.3611 22.6022 0
1118.9862 271.3711 22.6022 1
1128.3962 271.4111 22.6022 0
1149.8262 271.3911 22.6022 0
1171.4962 271.4011 22.6022 0
1210.9762 271.4511 22.6022 0
1226.4362 271.4311 22.6021 0
1234.0262 271.4011 22.6021 0
1239.0462 271.7601 22.5876 0
1243.9062 272.8011 22.5632 0
1248.5962 274.4411 22.5552 0
1253.0062 276.7711 22.5913 0
1257.0762 279.6711 22.6995 0
1260.8262 283.1811 22.9097 0
1267.3062 290.1611 23.3403 0
1273.7462 297.0411 23.6575 0
1280.2962 304.1311 23.8918 0
1286.8662 311.0711 24.0576 0
1293.3062 318.1711 24.1777 0
1299.8762 325.2411 24.2764 0
1306.6662 332.3111 24.3743 0
1314.4062 339.5411 24.4949 0
1322.6062 346.8511 24.6599 0
1330.9362 354.1111 24.8926 0
1338.8262 361.4111 25.2134 0
1346.0062 368.5311 25.4868 0
1349.1062 372.4611 25.6604 0
1351.8862 376.7711 25.9106 0
1354.1362 381.2811 26.1655 0
1355.8562 386.0311 26.3638 0
1356.8362 391.0411 26.4331 0
1357.3462 396.1211 26.3359 0
1357.7062 408.8711 26.0964 0
1357.8862 421.9111 26.2925 0
1356.5662 434.6011 26.8879 0
1354.6862 447.1711 27.9185 0
1352.7962 459.6511 29.0154 0
1350.8462 472.3811 29.856 0
1349.8662 485.2011 30.427 0
1349.8462 498.1511 31.0215 0
1350.0462 511.0311 31.5942 0
1350.2962 523.9811 32.1155 0
1350.4962 536.8411 32.5532 0
1350.5462 549.7011 32.8994 0
1350.6362 567.3911 33.1986 0
1350.7662 585.0611 33.7423 0
1350.7662 602.8611 34.276 0
1350.7962 620.4811 34.8044 0
1350.8662 638.2711 35.3376 0
1350.8762 655.9511 35.8678 0
1351.2362 660.2511 35.9921 0
1352.0362 664.4411 36.1044 0
1353.4362 668.4911 36.2043 0
1355.1262 672.4511 36.2934 0
1357.4662 676.0511 36.3639 0
1360.2062 679.4911 36.4213 0
1362.1662 681.6011 36.4523 0
1364.2462 683.8111 36.485 0
1366.2862 685.9211 36.5155 0
1368.3662 688.1611 36.5485 0
1370.3062 690.3111 36.5805 0
1372.3662 692.4911 36.6122 0
1376.4062 697.3811 36.6881 0
1378.1962 699.9511 36.7338 0
1379.7462 702.6911 36.7782 0
1381.2462 705.5211 36.831 0
1382.5462 708.4211 36.8832 0
1383.7262 711.3211 36.9396 0
1384.6062 714.2511 36.996 0
1385.2962 717.2911 37.0871 0
1385.6062 718.8911 37.154 0
1385.7962 720.4811 37.2121 0
1385.8762 722.1611 37.2714 0
1385.8762 723.7911 37.2483 0
1385.9062 726.0911 37.2078 0
1385.8162 732.1211 37.2502 0
1385.8162 742.4511 37.2899 0
1385.8262 752.8511 37.3565 0
1385.8562 762.7811 37.3698 1
1385.8862 777.5211 37.4468 0
1385.8662 798.0311 37.5394 0
1385.8162 811.5711 37.8837 0
1385.9162 819.1611 38.1745 0
1386.4062 829.6411 38.6784 0
1386.8162 835.0811 39.1318 0
1387.6962 841.4211 39.8437 0
1389.8362 849.5211 40.624 0
1392.6462 857.9701 41.2507 0
1395.0562 864.1411 41.4187 0
1397.8362 870.4311 41.4895 0
1399.6062 874.2511 41.5286 0
1402.4262 880.5211 41.576 0
1406.4962 889.6711 41.5242 0
1410.5762 898.8211 41.481 0
1413.6662 905.6411 41.4559 0
1417.7362 914.7601 41.4373 0
